Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
25	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
26	L4_20	Unknown	4.153	632.4765	7.02	5.7035	44.02
27	L4_40	Unknown	4.157	552.8678	5.83	4.9856	38.93
28	L4_80	Unknown	4.16	496.485	5.44	4.4772	35.09
29	L5_20	Unknown	4.15	658.5759	7.65	5.9389	45.61
30	L5_40	Unknown	4.15	658.9449	7.23	5.9422	45.75
31	L5_80	Unknown	4.16	464.2257	5.18	4.1863	33.02
32	L6_20	Unknown	4.157	489.5838	5.34	4.4149	34.68
33	L6_40	Unknown	4.16	457.0872	4.99	4.1219	32.48
34	L6_40_DUP	Unknown	4.16	463.5752	4.98	4.1804	32.92
35	L6_80	Unknown	4.157	535.3589	5.95	4.8277	37.78
36	L6_80_SPK	Spiked	4.15	715.3288	7.72	6.4079	48.88
37	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
38	Standard 1	Check Standard	4.183	0.5228	7.11	0.4714	3.94
39	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
40	L7_20	Unknown	4.147	767.9741	8.22	6.9254	52.4
41	L7_40	Unknown	4.147	764.5383	7.8	6.8944	52.14
42	L7_80	Unknown	4.157	607.9048	6.65	5.4819	42.36
43	L8_20	Unknown	4.153	626.3069	7.46	5.6479	43.53
44	L8_40	Unknown	4.153	608.9494	6.52	5.4914	42.51
45	L8_80	Unknown	4.16	536.8483	5.94	4.8412	37.8
46	L9_20	Unknown	4.153	650.193	7.88	5.8633	45.05
47	L9_40	Unknown	4.147	730.2831	7.4	6.5855	49.98
48	L9_40_DUP	Unknown	4.147	748.8834	7.4	6.7532	51.16
49	L9_80	Unknown	4.157	598.3604	6.3	5.3959	41.78
50	L9_80_SPK	Spiked	4.147	767.4926	8.01	6.8752	51.94
51	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
52	Standard 1	Check Standard	4.187	0.5255	7.17	0.4739	3.97
53	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
54	L10_20	Unknown	4.153	645.6747	6.98	5.8225	44.7
55	L10_40	Unknown	4.153	622.0913	7.67	5.6099	43.19
56	L10_80	Unknown	4.157	498.3508	5.44	4.494	35.25
57	L11_20	Unknown	4.15	714.264	8.14	6.4411	49.05
58	L11_40	Unknown	4.143	824.2731	8.01	7.4331	55.73
59	L11_80	Unknown	4.15	652.2529	6.9	5.8819	45.12
60	L12_20	Unknown	4.157	599.2255	6.78	5.4037	41.87
61	L12_40	Unknown	4.15	703.7687	7.19	6.3464	48.35
62	L12_40_DUP	Unknown	4.153	637.1006	7.19	5.7452	44.2
63	L12_80	Unknown	4.153	619.4578	6.6	5.5861	43
64	L12_80_SPK	Spiked	4.147	799.67	8.29	7.1635	53.97
65	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
66	Standard 2	Check Standard	4.18	1.0318	7.18	0.9304	7.71
67	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
68	L13_20	Unknown	4.153	639.024	6.9	5.7626	44.3
69	L13_40	Unknown	4.153	611.7171	6.45	5.5163	42.56
70	L13_80	Unknown	4.157	529.3013	5.72	4.7731	37.3
71	L14_20	Unknown	4.153	669.9566	7.6	6.0415	46.24
72	L14_40	Unknown	4.157	592.5217	6.41	5.3432	41.33
73	L14_80	Unknown	4.153	592.8814	6.37	5.3465	41.3
74	L15_20	Unknown	4.167	444.0097	5.34	4.004	31.66
75	L15_40	Unknown	4.16	505.8865	5.49	4.562	35.63
76	L15_40_DUP	Unknown	4.157	503.6814	5.49	4.5421	35.52
77	L15_80	Unknown	4.163	508.0053	5.51	4.5811	35.83
78	L15_80_SPK	Spiked	4.15	686.874	7.26	6.153	46.95
79	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
80	Standard 2	Check Standard	4.18	1.037	7.23	0.9351	7.75
81	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
82	L16_20	Unknown	4.16	467.7308	5.57	4.2179	33.17
83	L16_40	Unknown	4.16	439.6474	4.87	3.9646	31.31
84	L16_80	Unknown	4.16	545.604	5.9	4.9201	38.35
85	L17_20	Unknown	4.153	633.8844	8.79	5.7162	44
86	L17_40	Unknown	4.153	578.1257	7.37	5.2134	40.36
87	L17_80	Unknown	4.17	323.6266	4.63	2.9184	23.43
88	L18_20	Unknown	4.153	628.9965	8.15	5.6721	43.63
89	L18_40	Unknown	4.153	610.5596	6.98	5.5059	42.45
90	L18_40_DUP	Unknown	4.157	603.9811	7.01	5.4466	41.99
91	L18_80	Unknown	4.163	462.7485	5.7	4.173	32.89
92	L18_80_SPK	Spiked	4.157	625.6349	7.74	5.6045	43.08
93	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
94	Standard 2	Check Standard	4.18	1.0332	7.2	0.9317	7.72
95	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
96	L19_20	Unknown	4.173	219.9434	2.61	1.9834	16.06
97	L19_40	Unknown	4.173	216.4096	2.6	1.9515	15.83
98	L19_80	Unknown	4.17	313.0656	3.81	2.8231	22.7
99	L20_20	Unknown	4.157	604.0494	6.2	5.4472	42.05
100	L20_40	Unknown	4.16	477.693	4.89	4.3077	33.8
101	L20_80	Unknown	4.153	703.8455	7.4	6.3471	48.37
102	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
103	Standard 3	Check Standard	4.177	1.968	7.12	1.7747	14.46
104	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
105	Standard 1	Calibration Standard	4.183	0.5233	7.16	0.4719	3.97
106	Standard 2	Calibration Standard	4.183	1.0249	7.16	0.9243	7.67
107	Standard 3	Calibration Standard	4.173	1.96	7.12	1.7675	14.41
108	Standard 4	Calibration Standard	4.137	10.0316	7.06	9.0462	66.09
109	Standard 5	Calibration Standard	4.1	20.0781	7.1	18.1059	117.64
110	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
111	Lab Blank	Unknown	4.187	0.0033	5.95	0.003	0.02
112	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
Maximum			4.187	824.2731	8.79	18.1059	117.64
Average			4.159	452.3545	6.39	4.8049	36.66
Minimum			4.097	0.0033	2.6	0.003	0.02
Standard Deviation			0.015	256.7353	1.33	2.8481	19.39
Relative Standard Deviation			0.36%	56.76%	20.80%	59.27%	52.89%
