"","Site","Project","Year","Month","Community","Nickname","Plot","Depth_cm","CO2_Treatment","Temp_Treatment","CH4_Conc_ppm","CH4_Conc_uM","CH4_Conc_Flag","CH4_QAQC_Flags","Analysis_rundate","Run_notes"
"48","GCReW","SMARTX","2026","July","SCAM","C3","620",40,"Elevated",0,123.14540193201,5.0332890803717,"Within Range","","8/20/2026",""
"49","GCReW","SMARTX","2026","July","SCAM","C3","620",80,"Elevated",0,163.288130434881,6.67403208709296,"Within Range","","8/20/2026",""
"50","GCReW","SMARTX","2026","July","SCAM","C3","620",120,"Elevated",0,208.990992719643,8.54203295493397,"Within Range","","8/20/2026",""
"51","GCReW","SMARTX","2026","July","SCAM","C3","320",10,"Ambient",0,881.545036323154,36.0311545179004,"Within Range","","8/20/2026",""
"52","GCReW","SMARTX","2026","July","SCAM","C3","320",20,"Ambient",0,779.012510542629,31.8403700119634,"Within Range","","8/20/2026",""
"53","GCReW","SMARTX","2026","July","SCAM","C3","623",10,"Elevated",5.1,1485.48925049818,60.7160048709742,"Within Range","","8/20/2026",""
"54","GCReW","SMARTX","2026","July","SCAM","C3","320",80,"Ambient",0,1427.09804531749,58.3293967571936,"Within Range","","8/20/2026",""
"55","GCReW","SMARTX","2026","July","SCAM","C3","323",80,"Ambient",5.1,3844.88726536049,157.151048958237,"Within Range","","8/20/2026",""
"56","GCReW","SMARTX","2026","July","SCAM","C3","623",40,"Elevated",5.1,626.027160950391,25.5874407309774,"Within Range","","8/20/2026",""
"57","GCReW","SMARTX","2026","July","SCAM","C3","322",20,"Ambient",3.4,2402.86558897979,98.2116826196262,"Within Range","","8/20/2026",""
"58","GCReW","SMARTX","2026","July","SCAM","C3","623",20,"Elevated",5.1,868.673751305144,35.5050699275291,"Within Range","","8/20/2026",""
"59","GCReW","SMARTX","2026","July","SCAM","C3","321",80,"Ambient",1.7,1866.79943574492,76.3011940987182,"Within Range","","8/20/2026",""
"60","GCReW","SMARTX","2026","July","SCAM","C3","630",20,"Elevated",0,189.370450126199,7.7400877646371,"Within Range","","8/20/2026",""
"61","GCReW","SMARTX","2026","July","SCAM","C3","323",10,"Ambient",5.1,2658.31159423316,108.65245887838,"Within Range","","8/20/2026",""
"62","GCReW","SMARTX","2026","July","SCAM","C3","322",40,"Ambient",3.4,1120.37597670302,45.7928276734486,"Within Range","","8/20/2026",""
"63","GCReW","SMARTX","2026","July","SCAM","C3","322",80,"Ambient",3.4,3337.32088128733,136.405423880578,"Within Range","","8/20/2026",""
"64","GCReW","SMARTX","2026","July","SCAM","C3","333",40,"Ambient",5.1,8308.89008294691,339.60704231243,"Within Range","","8/24/2026",""
"65","GCReW","SMARTX","2026","July","SCAM","C3","633",20,"Elevated",5.1,8130.90893259849,332.332466351768,"Within Range","","8/24/2026",""
"66","GCReW","SMARTX","2026","July","SPPA, DISP","C4","443",120,"Ambient",5.1,4902.86123024167,200.393335890672,"Within Range","","8/24/2026",""
"67","GCReW","SMARTX","2026","July","SPPA, DISP","C4","443",80,"Ambient",5.1,5831.84953726884,238.363626524296,"Within Range","","8/24/2026",""
"68","GCReW","SMARTX","2026","July","SCAM","C3","333",10,"Ambient",5.1,6626.44655940369,270.8409781108,"Within Range","","8/24/2026",""
"69","GCReW","SMARTX","2026","July","SPPA, DISP","C4","450",120,"Ambient",0,6600.25951932046,269.770642224683,"Within Range","","8/24/2026",""
"70","GCReW","SMARTX","2026","July","SCAM","C3","333",20,"Ambient",5.1,7118.02417491151,290.933098526767,"Within Range","","8/24/2026",""
"71","GCReW","SMARTX","2026","July","SPPA, DISP","C4","442",80,"Ambient",3.4,7265.98779154892,296.980775859654,"Within Range","","8/24/2026",""
"72","GCReW","SMARTX","2026","July","SCAM","C3","633",80,"Elevated",5.1,6963.49399776932,284.617027922466,"Within Range","","8/24/2026",""
"73","GCReW","SMARTX","2026","July","SCAM","C3","633",120,"Elevated",5.1,7639.77772800218,312.258591969602,"Within Range","","8/24/2026",""
"74","GCReW","SMARTX","2026","July","SCAM","C3","633",40,"Elevated",5.1,5236.25097920332,214.019885941506,"Within Range","","8/24/2026",""
"75","GCReW","SMARTX","2026","July","SCAM","C3","332",120,"Ambient",3.4,8583.90080496471,350.847482007301,"Within Range","","8/24/2026",""
"76","GCReW","SMARTX","2026","July","SPPA, DISP","C4","440",40,"Ambient",0,4338.98664759729,177.346240871322,"Within Range","","8/24/2026",""
"77","GCReW","SMARTX","2026","July","SPPA, DISP","C4","440",120,"Ambient",0,6699.15393657179,273.812727293646,"Within Range","","8/24/2026",""
"78","GCReW","SMARTX","2026","July","SPPA, DISP","C4","452",80,"Ambient",3.4,5801.32799123838,237.116127535775,"Within Range","","8/24/2026",""
"79","GCReW","SMARTX","2026","July","SPPA, DISP","C4","452",120,"Ambient",3.4,8439.07646505986,344.928115492767,"Within Range","","8/24/2026",""
"80","GCReW","SMARTX","2026","July","SCAM","C3","333",80,"Ambient",5.1,7293.7660705264,298.11615002755,"Within Range","","8/24/2026",""
"81","GCReW","SMARTX","2026","July","SCAM","C3","333",120,"Ambient",5.1,6641.66053127497,271.46281471442,"Within Range","","8/24/2026",""
"82","GCReW","SMARTX","2026","July","SPPA, DISP","C4","441",120,"Ambient",1.7,10848.2265513085,443.3966626886,"Within Range","","8/24/2026",""
"83","GCReW","SMARTX","2026","July","SPPA, DISP","C4","453",80,"Ambient",5.1,5369.10142643334,219.449846742921,"Within Range","","8/24/2026",""
"84","GCReW","SMARTX","2026","July","SPPA, DISP","C4","453",120,"Ambient",5.1,4718.3783209724,192.853015276404,"Within Range","","8/24/2026",""
"85","GCReW","SMARTX","2026","July","SPPA, DISP","C4","462",80,"Ambient",3.4,4917.32638380978,200.984566244043,"Within Range","","8/24/2026",""
"86","GCReW","SMARTX","2026","July","SPPA, DISP","C4","462",120,"Ambient",3.4,6378.59490122804,260.710603569197,"Within Range","","8/24/2026",""
"87","GCReW","SMARTX","2026","July","SPPA, DISP","C4","451",120,"Ambient",1.7,9797.54086966309,400.452267807753,"Within Range","","8/24/2026",""
"88","GCReW","SMARTX","2026","July","SCAM","C3","332",80,"Ambient",3.4,7895.62878170503,322.715923665309,"Within Range","","8/24/2026",""
"89","GCReW","SMARTX","2026","July","SPPA, DISP","C4","463",40,"Ambient",5.1,4777.65016973926,195.275617699972,"Within Range","","8/24/2026",""
"90","GCReW","SMARTX","2026","July","SPPA, DISP","C4","463",80,"Ambient",5.1,8704.3093480804,355.768908189191,"Within Range","","8/24/2026",""
"91","GCReW","SMARTX","2026","July","SPPA, DISP","C4","463",120,"Ambient",5.1,7338.6303671331,299.949876424689,"Within Range","","8/24/2026",""
"92","GCReW","SMARTX","2026","July","SCAM","C3","330",10,"Ambient",0,834.277181580977,34.0991881318736,"Within Range","","8/24/2026",""
"93","GCReW","SMARTX","2026","July","SCAM","C3","330",20,"Ambient",0,560.146262424958,22.8947083840871,"Within Range","","8/24/2026",""
"94","GCReW","SMARTX","2026","July","SCAM","C3","330",40,"Ambient",0,370.637270694029,15.14895804549,"Within Range","","8/24/2026",""
"95","GCReW","SMARTX","2026","July","SCAM","C3","330",80,"Ambient",0,720.748834109254,29.4589743465668,"Within Range","","8/24/2026",""
"96","GCReW","SMARTX","2026","July","SCAM","C3","330",120,"Ambient",0,2456.90451257557,100.420401092118,"Within Range","","8/24/2026",""
"97","GCReW","SMARTX","2026","July","SCAM","C3","331",10,"Ambient",1.7,1088.27234477047,44.4806645109491,"Within Range","","8/24/2026",""
"98","GCReW","SMARTX","2026","July","SCAM","C3","331",20,"Ambient",1.7,658.509804845126,26.915095148048,"Within Range","","8/24/2026",""
"99","GCReW","SMARTX","2026","July","SCAM","C3","331",40,"Ambient",1.7,488.435188335184,19.9636808305202,"Within Range","","8/24/2026",""
"100","GCReW","SMARTX","2026","July","SCAM","C3","331",80,"Ambient",1.7,1518.53197978732,62.0665515085867,"Within Range","","8/24/2026",""
"101","GCReW","SMARTX","2026","July","SCAM","C3","331",120,"Ambient",1.7,2493.90064452218,101.93253409929,"Within Range","","8/24/2026",""
"102","GCReW","SMARTX","2026","July","SCAM","C3","332",10,"Ambient",3.4,2704.12420157275,110.524945326497,"Within Range","","8/24/2026",""
"103","GCReW","SMARTX","2026","July","SCAM","C3","332",40,"Ambient",3.4,3820.90620555577,156.170877514098,"Within Range","","8/24/2026",""
"104","GCReW","SMARTX","2026","July","SPPA, DISP","C4","452",10,"Ambient",3.4,647.532855701387,26.4664372412633,"Within Range","","8/24/2026",""
"105","GCReW","SMARTX","2026","July","SPPA, DISP","C4","452",20,"Ambient",3.4,328.186711784557,13.4138877037432,"Within Range","","8/24/2026",""
"106","GCReW","SMARTX","2026","July","SPPA, DISP","C4","452",40,"Ambient",3.4,1580.19219969833,64.5867731872067,"Within Range","","8/24/2026",""
"107","GCReW","SMARTX","2026","July","SPPA, DISP","C4","441",10,"Ambient",1.7,1284.56362021552,52.5036253180062,"Within Range","","8/24/2026",""
"108","GCReW","SMARTX","2026","July","SPPA, DISP","C4","441",20,"Ambient",1.7,774.360199251102,31.6502173367132,"Within Range","","8/24/2026",""
"109","GCReW","SMARTX","2026","July","SPPA, DISP","C4","453",10,"Ambient",5.1,682.710845327042,27.9042578035771,"Within Range","","8/24/2026",""
"110","GCReW","SMARTX","2026","July","SPPA, DISP","C4","453",20,"Ambient",5.1,2023.77125935857,82.7170614662778,"Within Range","","8/24/2026",""
"111","GCReW","SMARTX","2026","July","SCAM","C3","633",10,"Elevated",5.1,3473.72954603692,141.980818755096,"Within Range","","8/24/2026",""
"112","GCReW","SMARTX","2026","July","SPPA, DISP","C4","442",10,"Ambient",3.4,1172.78531984674,47.9349407399224,"Within Range","","8/24/2026",""
"113","GCReW","SMARTX","2026","July","SPPA, DISP","C4","442",20,"Ambient",3.4,1005.33236923031,41.0906810713475,"Within Range","","8/24/2026",""
"114","GCReW","SMARTX","2026","July","SPPA, DISP","C4","460",10,"Ambient",0,120.898058630363,4.94143401861088,"Within Range","","8/24/2026",""
"115","GCReW","SMARTX","2026","July","SPPA, DISP","C4","460",20,"Ambient",0,222.557409602373,9.09652948411269,"Within Range","","8/24/2026",""
"116","GCReW","SMARTX","2026","July","SPPA, DISP","C4","440",10,"Ambient",0,837.232514042753,34.2199806452388,"Within Range","","8/24/2026",""
"117","GCReW","SMARTX","2026","July","SPPA, DISP","C4","440",20,"Ambient",0,1311.6518979412,53.6107972492652,"Within Range","","8/24/2026",""
"118","GCReW","SMARTX","2026","July","SPPA, DISP","C4","460",120,"Ambient",0,2120.21451663076,86.6589609289278,"Within Range","","8/24/2026",""
"119","GCReW","SMARTX","2026","July","SPPA, DISP","C4","461",10,"Ambient",1.7,180.113660214702,7.36173746612938,"Within Range","","8/24/2026",""
"120","GCReW","SMARTX","2026","July","SPPA, DISP","C4","462",10,"Ambient",3.4,373.408746067169,15.2622358172402,"Within Range","","8/24/2026",""
"121","GCReW","SMARTX","2026","July","SPPA, DISP","C4","461",20,"Ambient",1.7,175.095042647125,7.1566128524195,"Within Range","","8/24/2026",""
"122","GCReW","SMARTX","2026","July","SPPA, DISP","C4","441",40,"Ambient",1.7,2715.31224589233,110.982231269951,"Within Range","","8/24/2026",""
"123","GCReW","SMARTX","2026","July","SPPA, DISP","C4","441",80,"Ambient",1.7,2599.12137539629,106.23319289311,"Within Range","","8/24/2026",""
"124","GCReW","SMARTX","2026","July","SPPA, DISP","C4","451",40,"Ambient",1.7,3521.8660556505,143.948289439377,"Within Range","","8/24/2026",""
"125","GCReW","SMARTX","2026","July","SPPA, DISP","C4","453",40,"Ambient",5.1,3273.90412877698,133.813407914775,"Within Range","","8/24/2026",""
"126","GCReW","SMARTX","2026","July","SPPA, DISP","C4","451",10,"Ambient",1.7,716.758454333677,29.2958766211475,"Within Range","","8/24/2026",""
"127","GCReW","SMARTX","2026","July","SPPA, DISP","C4","442",40,"Ambient",3.4,3729.49518489476,152.434659312685,"Within Range","","8/24/2026",""
"128","GCReW","SMARTX","2026","July","SPPA, DISP","C4","443",40,"Ambient",5.1,3428.43941653629,140.129687403964,"Within Range","","8/24/2026",""
"129","GCReW","SMARTX","2026","July","SPPA, DISP","C4","442",120,"Ambient",3.4,2659.85550034232,108.715562539892,"Within Range","","8/24/2026",""
"130","GCReW","SMARTX","2026","July","SPPA, DISP","C4","443",10,"Ambient",5.1,3475.28892652942,142.044554896941,"Within Range","","8/24/2026",""
"131","GCReW","SMARTX","2026","July","SPPA, DISP","C4","443",20,"Ambient",5.1,2536.19458443022,103.661202994476,"Within Range","","8/24/2026",""
"132","GCReW","SMARTX","2026","July","SPPA, DISP","C4","450",20,"Ambient",0,311.122050150432,12.7164083523769,"Within Range","","8/24/2026",""
"133","GCReW","SMARTX","2026","July","SPPA, DISP","C4","450",40,"Ambient",0,880.983691616279,36.0082108258168,"Within Range","","8/24/2026",""
"134","GCReW","SMARTX","2026","July","SPPA, DISP","C4","451",80,"Ambient",1.7,3269.27365395208,133.624147755585,"Within Range","","8/24/2026",""
"135","GCReW","SMARTX","2026","July","SPPA, DISP","C4","450",10,"Ambient",0,547.984456487788,22.3976221424509,"Within Range","","8/24/2026",""
"136","GCReW","SMARTX","2026","July","SPPA, DISP","C4","451",20,"Ambient",1.7,1105.80686340889,45.1973482019979,"Within Range","","8/24/2026",""
"137","GCReW","SMARTX","2026","July","SPPA, DISP","C4","461",80,"Ambient",1.7,902.202161549214,36.8754676729267,"Within Range","","8/24/2026",""
"138","GCReW","SMARTX","2026","July","SPPA, DISP","C4","461",120,"Ambient",1.7,1453.14014192917,59.3938084075609,"Within Range","","8/24/2026",""
"139","GCReW","SMARTX","2026","July","SPPA, DISP","C4","462",20,"Ambient",3.4,1422.27938912556,58.132445111315,"Within Range","","8/24/2026",""
"140","GCReW","SMARTX","2026","July","SPPA, DISP","C4","460",80,"Ambient",0,2098.42404686652,85.7683248856828,"Within Range","","8/24/2026",""
"141","GCReW","SMARTX","2026","July","SPPA, DISP","C4","462",40,"Ambient",3.4,2730.5587652055,111.605398176459,"Within Range","","8/24/2026",""
"142","GCReW","SMARTX","2026","July","SPPA, DISP","C4","460",40,"Ambient",0,482.122761625354,19.7056747017426,"Within Range","","8/24/2026",""
"143","GCReW","SMARTX","2026","July","SPPA, DISP","C4","461",40,"Ambient",1.7,339.361137060535,13.8706169996698,"Within Range","","8/24/2026",""
"144","GCReW","SMARTX","2026","July","SPPA, DISP","C4","463",20,"Ambient",5.1,3415.1268014147,139.585564446294,"Within Range","","8/24/2026",""
"145","GCReW","SMARTX","2026","July","SPPA, DISP","C4","463",10,"Ambient",5.1,1728.09501322315,70.6319653307327,"Within Range","","8/24/2026",""
