"","Site","Project","Year","Month","Community","Nickname","Plot","Depth_cm","CO2_Treatment","N_Treatment","H2S_Conc_uM","H2S_Conc_Flag","H2S_CV_Flag","H2S_Flags","Analysis_rundate","Run_notes"
"161","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L17",80,"Ambient","Ambient",3480,"Within_Range","CV_Good","Spk_Bad      ","2025-07-14",NA
"162","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L13",80,"Elevated","Ambient",3710,"Within_Range","CV_Good","Spk_Bad      ","2025-07-14",NA
"163","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L14",20,"Ambient","Amended",3420,"Within_Range","CV_Good","Spk_Bad      ","2025-07-14",NA
"164","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L15",80,"Elevated","Amended",2400,"Within_Range","CV_Good","Spk_Bad      ","2025-07-14",NA
"165","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L14",40,"Ambient","Amended",3430,"Within_Range","CV_Good","Spk_Bad      ","2025-07-14",NA
"166","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L16",20,"Ambient","Ambient",4670,"Within_Range","CV_Good","Spk_Bad      ","2025-07-14",NA
"167","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L14",80,"Ambient","Amended",3280,"Within_Range","CV_Good","Spk_Bad      ","2025-07-14",NA
"168","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L16",40,"Ambient","Ambient",4150,"Within_Range","CV_Good","Spk_Bad      ","2025-07-14",NA
"169","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L12",40,"Elevated","Amended",3080,"Within_Range","CV_Good","Spk_Bad      ","2025-07-14",NA
"170","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L15",20,"Elevated","Amended",4660,"Within_Range","CV_Good","Spk_Bad      ","2025-07-14",NA
"171","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L16",80,"Ambient","Ambient",3750,"Within_Range","CV_Good","Spk_Bad      ","2025-07-14",NA
"172","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L18",40,"Elevated","Amended",3270,"Within_Range","CV_Good","      ","2025-07-14",NA
"173","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L18",80,"Elevated","Amended",2730,"Within_Range","CV_Good","      ","2025-07-14",NA
"174","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L19",20,"Elevated","Ambient",3880,"Within_Range","CV_Good","      ","2025-07-14",NA
"175","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L19",40,"Elevated","Ambient",4260,"Within_Range","CV_Good","      ","2025-07-14",NA
"176","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L19",80,"Elevated","Ambient",3760,"Within_Range","CV_Good","      ","2025-07-14",NA
"177","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L20",20,"Ambient","Amended",4620,"Within_Range","CV_Good","      ","2025-07-14",NA
"178","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L20",40,"Ambient","Amended",3290,"Within_Range","CV_Good","      ","2025-07-14",NA
"179","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L18",20,"Elevated","Amended",3110,"Within_Range","CV_Good","      ","2025-07-14",NA
"180","GCReW","CO2xN",2025,"September","SCAM","2-Meter","L20",80,"Ambient","Amended",3120,"Within_Range","CV_Good","      ","2025-07-14",NA
