"","Site","Project","Year","Month","Community","Nickname","Plot","Depth_cm","CO2_Treatment","Temp_Treatment","H2S_Conc_uM","H2S_Conc_Flag","H2S_CV_Flag","H2S_Flags","Analysis_rundate","Run_notes"
"14","GCReW","SMARTX","2025","July","SCAM","C3","311","40","Ambient","1.7",4194.79553903346,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad, Std5Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"15","GCReW","SMARTX","2025","July","SCAM","C3","610","10","Elevated","0",2559.72738537794,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad, Std5Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"16","GCReW","SMARTX","2025","July","SCAM","C3","310","80","Ambient","0",2509.12845931433,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad, Std5Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"17","GCReW","SMARTX","2025","July","SCAM","C3","311","80","Ambient","1.7",5573.97769516728,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad, Std5Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"18","GCReW","SMARTX","2025","July","SCAM","C3","312","80","Ambient","3.4",4693.55638166047,"Within_Range","CV_Good"," Dup_Bad Std3Chk_Bad    ",2025-07-15,""
"19","GCReW","SMARTX","2025","July","SCAM","C3","613","20","Elevated","5.1",5044.85749690211,"Within_Range","CV_Good"," Dup_Bad Std3Chk_Bad    ",2025-07-15,""
"20","GCReW","SMARTX","2025","July","SCAM","C3","620","20","Elevated","0",2577.07558859975,"Within_Range","CV_Good"," Dup_Bad Std3Chk_Bad    ",2025-07-15,""
"21","GCReW","SMARTX","2025","July","SCAM","C3","312","120","Ambient","3.4",3411.23502684841,"Within_Range","CV_Good"," Dup_Bad Std3Chk_Bad    ",2025-07-15,""
"22","GCReW","SMARTX","2025","July","SCAM","C3","620","40","Elevated","0",2908.13713341594,"Within_Range","CV_Good"," Dup_Bad Std3Chk_Bad    ",2025-07-15,""
"23","GCReW","SMARTX","2025","July","SCAM","C3","313","10","Ambient","5.1",3526.8897149938,"Within_Range","CV_Good"," Dup_Bad Std3Chk_Bad    ",2025-07-15,""
"24","GCReW","SMARTX","2025","July","SCAM","C3","620","80","Elevated","0",2238.78562577447,"Within_Range","CV_Good"," Dup_Bad Std3Chk_Bad    ",2025-07-15,""
"25","GCReW","SMARTX","2025","July","SCAM","C3","313","20","Ambient","5.1",3937.46385790995,"Within_Range","CV_Good"," Dup_Bad Std3Chk_Bad    ",2025-07-15,""
"26","GCReW","SMARTX","2025","July","SCAM","C3","313","40","Ambient","5.1",3573.15159025196,"Within_Range","CV_Good"," Dup_Bad Std3Chk_Bad    ",2025-07-15,""
"27","GCReW","SMARTX","2025","July","SCAM","C3","613","40","Elevated","5.1",3894.09334985543,"Within_Range","CV_Good"," Dup_Bad Std3Chk_Bad    ",2025-07-15,""
"28","GCReW","SMARTX","2025","July","SCAM","C3","313","80","Ambient","5.1",3934.57249070632,"Within_Range","CV_Good"," Dup_Bad Std3Chk_Bad    ",2025-07-15,""
"29","GCReW","SMARTX","2025","July","SCAM","C3","613","80","Elevated","5.1",3977.94299876084,"Within_Range","CV_Good"," Dup_Bad Std3Chk_Bad    ",2025-07-15,""
"30","GCReW","SMARTX","2025","July","SCAM","C3","313","120","Ambient","5.1",3790.00413052458,"Within_Range","CV_Good"," Dup_Bad Std3Chk_Bad    ",2025-07-15,""
"31","GCReW","SMARTX","2025","July","SCAM","C3","613","120","Elevated","5.1",2795.37381247418,"Within_Range","CV_Good"," Dup_Bad Std3Chk_Bad    ",2025-07-15,""
"32","GCReW","SMARTX","2025","July","SCAM","C3","312","40","Ambient","3.4",3509.54151177199,"Within_Range","CV_Good"," Dup_Bad Std3Chk_Bad    ",2025-07-15,""
"33","GCReW","SMARTX","2025","July","SCAM","C3","613","10","Elevated","5.1",4215.0351094589,"Within_Range","CV_Good"," Dup_Bad Std3Chk_Bad    ",2025-07-15,""
"34","GCReW","SMARTX","2025","July","SCAM","C3","620","10","Elevated","0",2989.09541511772,"Within_Range","CV_Good"," Dup_Bad Std3Chk_Bad    ",2025-07-15,""
"35","GCReW","SMARTX","2025","July","SCAM","C3","320","10","Ambient","0",3908.55018587361,"Within_Range","CV_Good","Spk_Bad Dup_Bad     ",2025-07-15,""
"36","GCReW","SMARTX","2025","July","SCAM","C3","321","80","Ambient","1.7",6504.99793473771,"Within_Range","CV_Good","Spk_Bad Dup_Bad     ",2025-07-15,""
"37","GCReW","SMARTX","2025","July","SCAM","C3","322","80","Ambient","3.4",5443.86617100372,"Within_Range","CV_Good","Spk_Bad Dup_Bad     ",2025-07-15,""
"38","GCReW","SMARTX","2025","July","SCAM","C3","320","20","Ambient","0",3826.14622057001,"Within_Range","CV_Good","Spk_Bad Dup_Bad     ",2025-07-15,""
"39","GCReW","SMARTX","2025","July","SCAM","C3","322","120","Ambient","3.4",4021.31350681537,"Within_Range","CV_Good","Spk_Bad Dup_Bad     ",2025-07-15,""
"40","GCReW","SMARTX","2025","July","SCAM","C3","320","40","Ambient","0",3859.39694341181,"Within_Range","CV_Good","Spk_Bad Dup_Bad     ",2025-07-15,""
"41","GCReW","SMARTX","2025","July","SCAM","C3","323","10","Ambient","5.1",3853.61420900454,"Within_Range","CV_Good","Spk_Bad Dup_Bad     ",2025-07-15,""
"42","GCReW","SMARTX","2025","July","SCAM","C3","320","80","Ambient","0",5027.5092936803,"Within_Range","CV_Good","Spk_Bad Dup_Bad     ",2025-07-15,""
"43","GCReW","SMARTX","2025","July","SCAM","C3","320","120","Ambient","0",3784.22139611731,"Within_Range","CV_Good","Spk_Bad Dup_Bad     ",2025-07-15,""
"44","GCReW","SMARTX","2025","July","SCAM","C3","321","120","Ambient","1.7",5148.94671623296,"Within_Range","CV_Good","Spk_Bad Dup_Bad     ",2025-07-15,""
"45","GCReW","SMARTX","2025","July","SCAM","C3","321","10","Ambient","1.7",5030.40066088393,"Within_Range","CV_Good","Spk_Bad Dup_Bad     ",2025-07-15,""
"46","GCReW","SMARTX","2025","July","SCAM","C3","322","10","Ambient","3.4",4061.79264766625,"Within_Range","CV_Good","Spk_Bad Dup_Bad     ",2025-07-15,""
"47","GCReW","SMARTX","2025","July","SCAM","C3","321","20","Ambient","1.7",5114.25030978934,"Within_Range","CV_Good","Spk_Bad Dup_Bad     ",2025-07-15,""
"48","GCReW","SMARTX","2025","July","SCAM","C3","322","20","Ambient","3.4",5117.14167699298,"Within_Range","CV_Good","Spk_Bad Dup_Bad     ",2025-07-15,""
"49","GCReW","SMARTX","2025","July","SCAM","C3","620","120","Elevated","0",2772.2428748451,"Within_Range","CV_Good","Spk_Bad Dup_Bad     ",2025-07-15,""
"50","GCReW","SMARTX","2025","July","SCAM","C3","321","40","Ambient","1.7",5326.76579925651,"Within_Range","CV_Good","Spk_Bad Dup_Bad     ",2025-07-15,""
"51","GCReW","SMARTX","2025","July","SCAM","C3","322","40","Ambient","3.4",5443.86617100372,"Within_Range","CV_Good","Spk_Bad Dup_Bad     ",2025-07-15,""
"52","GCReW","SMARTX","2025","July","SCAM","C3","323","40","Ambient","5.1",6038.04213135068,"Within_Range","CV_Good","  Std3Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"53","GCReW","SMARTX","2025","July","SCAM","C3","630","10","Elevated","0",2997.76951672862,"Within_Range","CV_Good","  Std3Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"54","GCReW","SMARTX","2025","July","SCAM","C3","330","10","Ambient","0",2199.7521685254,"Within_Range","CV_Good","  Std3Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"55","GCReW","SMARTX","2025","July","SCAM","C3","323","80","Ambient","5.1",5031.84634448575,"Within_Range","CV_Good","  Std3Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"56","GCReW","SMARTX","2025","July","SCAM","C3","330","20","Ambient","0",2806.93928128872,"Within_Range","CV_Good","  Std3Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"57","GCReW","SMARTX","2025","July","SCAM","C3","323","120","Ambient","5.1",4677.65386204048,"Within_Range","CV_Good","  Std3Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"58","GCReW","SMARTX","2025","July","SCAM","C3","330","40","Ambient","0",2815.61338289963,"Within_Range","CV_Good","  Std3Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"59","GCReW","SMARTX","2025","July","SCAM","C3","623","10","Elevated","5.1",3674.34944237918,"Within_Range","CV_Good","  Std3Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"60","GCReW","SMARTX","2025","July","SCAM","C3","623","20","Elevated","5.1",4424.65923172243,"Within_Range","CV_Good","  Std3Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"61","GCReW","SMARTX","2025","July","SCAM","C3","630","20","Elevated","0",3054.1511771995,"Within_Range","CV_Good","  Std3Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"62","GCReW","SMARTX","2025","July","SCAM","C3","623","40","Elevated","5.1",2893.68029739777,"Within_Range","CV_Good","  Std3Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"63","GCReW","SMARTX","2025","July","SCAM","C3","630","40","Elevated","0",2720.19826517968,"Within_Range","CV_Good","  Std3Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"64","GCReW","SMARTX","2025","July","SCAM","C3","623","80","Elevated","5.1",4767.28624535316,"Within_Range","CV_Good","  Std3Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"65","GCReW","SMARTX","2025","July","SCAM","C3","630","80","Elevated","0",2056.62949194548,"Within_Range","CV_Good","  Std3Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"66","GCReW","SMARTX","2025","July","SCAM","C3","323","20","Ambient","5.1",6236.10078479967,"Within_Range","CV_Good","  Std3Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"67","GCReW","SMARTX","2025","July","SCAM","C3","623","120","Elevated","5.1",5472.77984304007,"Within_Range","CV_Good","  Std3Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"68","GCReW","SMARTX","2025","July","SCAM","C3","630","120","Elevated","0",1371.37546468401,"Within_Range","CV_Good","  Std3Chk_Bad, Std4Chk_Bad    ",2025-07-15,""
"69","GCReW","SMARTX","2025","July","SCAM","C3","330","120","Ambient","0",3853.61420900454,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"70","GCReW","SMARTX","2025","July","SCAM","C3","332","40","Ambient","3.4",6577.28211482858,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"71","GCReW","SMARTX","2025","July","SCAM","C3","333","40","Ambient","5.1",4160.09913258984,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"72","GCReW","SMARTX","2025","July","SCAM","C3","331","10","Ambient","1.7",3748.07930607187,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"73","GCReW","SMARTX","2025","July","SCAM","C3","333","80","Ambient","5.1",5751.79677819083,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"74","GCReW","SMARTX","2025","July","SCAM","C3","331","20","Ambient","1.7",4567.78190830235,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"75","GCReW","SMARTX","2025","July","SCAM","C3","333","120","Ambient","5.1",4897.39776951673,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"76","GCReW","SMARTX","2025","July","SCAM","C3","331","40","Ambient","1.7",5209.66542750929,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"77","GCReW","SMARTX","2025","July","SCAM","C3","331","80","Ambient","1.7",4593.80421313507,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"78","GCReW","SMARTX","2025","July","SCAM","C3","332","80","Ambient","3.4",6681.37133415944,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"79","GCReW","SMARTX","2025","July","SCAM","C3","331","120","Ambient","1.7",6343.08137133416,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"80","GCReW","SMARTX","2025","July","SCAM","C3","332","120","Ambient","3.4",6311.27633209418,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"81","GCReW","SMARTX","2025","July","SCAM","C3","332","10","Ambient","3.4",4880.04956629492,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"82","GCReW","SMARTX","2025","July","SCAM","C3","333","10","Ambient","5.1",5854.44031391987,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"83","GCReW","SMARTX","2025","July","SCAM","C3","330","80","Ambient","0",3691.69764560099,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"84","GCReW","SMARTX","2025","July","SCAM","C3","332","20","Ambient","3.4",5391.82156133829,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"85","GCReW","SMARTX","2025","July","SCAM","C3","333","20","Ambient","5.1",6471.74721189591,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"86","GCReW","SMARTX","2025","July","SCAM","C3","633","20","Elevated","5.1",6730.52457662123,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad    Intercept_Bad",2025-07-15,""
"87","GCReW","SMARTX","2025","July","SPPA, DISP","C4","440","120","Ambient","0",4770.17761255679,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad    Intercept_Bad",2025-07-15,""
"88","GCReW","SMARTX","2025","July","SPPA, DISP","C4","441","120","Ambient","1.7",5039.07476249484,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad    Intercept_Bad",2025-07-15,""
"89","GCReW","SMARTX","2025","July","SCAM","C3","633","40","Elevated","5.1",4556.21643948781,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad    Intercept_Bad",2025-07-15,""
"90","GCReW","SMARTX","2025","July","SPPA, DISP","C4","442","10","Ambient","3.4",2845.97273853779,"Within_Range","CV_High","Spk_Bad Dup_Bad Std3Chk_Bad    Intercept_Bad",2025-07-15,""
"91","GCReW","SMARTX","2025","July","SCAM","C3","633","80","Elevated","5.1",4264.18835192069,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad    Intercept_Bad",2025-07-15,""
"92","GCReW","SMARTX","2025","July","SPPA, DISP","C4","442","20","Ambient","3.4",3908.55018587361,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad    Intercept_Bad",2025-07-15,""
"93","GCReW","SMARTX","2025","July","SCAM","C3","633","120","Elevated","5.1",4129.73977695167,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad    Intercept_Bad",2025-07-15,""
"94","GCReW","SMARTX","2025","July","SPPA, DISP","C4","440","10","Ambient","0",1303.4283353986,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad    Intercept_Bad",2025-07-15,""
"95","GCReW","SMARTX","2025","July","SPPA, DISP","C4","441","10","Ambient","1.7",2165.05576208178,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad    Intercept_Bad",2025-07-15,""
"96","GCReW","SMARTX","2025","July","SPPA, DISP","C4","440","20","Ambient","0",2685.50185873606,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad    Intercept_Bad",2025-07-15,""
"97","GCReW","SMARTX","2025","July","SPPA, DISP","C4","441","20","Ambient","1.7",3839.15737298637,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad    Intercept_Bad",2025-07-15,""
"98","GCReW","SMARTX","2025","July","SPPA, DISP","C4","440","40","Ambient","0",5044.85749690211,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad    Intercept_Bad",2025-07-15,""
"99","GCReW","SMARTX","2025","July","SPPA, DISP","C4","441","40","Ambient","1.7",5053.53159851301,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad    Intercept_Bad",2025-07-15,""
"100","GCReW","SMARTX","2025","July","SCAM","C3","633","10","Elevated","5.1",5187.98017348203,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad    Intercept_Bad",2025-07-15,""
"101","GCReW","SMARTX","2025","July","SPPA, DISP","C4","440","80","Ambient","0",4492.60636100785,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad    Intercept_Bad",2025-07-15,""
"102","GCReW","SMARTX","2025","July","SPPA, DISP","C4","441","80","Ambient","1.7",4415.98513011152,"Within_Range","CV_Good","Spk_Bad Dup_Bad Std3Chk_Bad    Intercept_Bad",2025-07-15,""
"103","GCReW","SMARTX","2025","July","SPPA, DISP","C4","450","20","Ambient","0",861.049153242462,"Within_Range","CV_Good","      ",2025-07-15,""
"104","GCReW","SMARTX","2025","July","SPPA, DISP","C4","451","20","Ambient","1.7",3946.13795952086,"Within_Range","CV_Good","      ",2025-07-15,""
"105","GCReW","SMARTX","2025","July","SPPA, DISP","C4","442","120","Ambient","3.4",5300.74349442379,"Within_Range","CV_Good","      ",2025-07-15,""
"106","GCReW","SMARTX","2025","July","SPPA, DISP","C4","451","40","Ambient","1.7",4194.79553903346,"Within_Range","CV_Good","      ",2025-07-15,""
"107","GCReW","SMARTX","2025","July","SPPA, DISP","C4","443","10","Ambient","5.1",3318.71127633209,"Within_Range","CV_Good","      ",2025-07-15,""
"108","GCReW","SMARTX","2025","July","SPPA, DISP","C4","451","80","Ambient","1.7",4972.57331681123,"Within_Range","CV_Good","      ",2025-07-15,""
"109","GCReW","SMARTX","2025","July","SPPA, DISP","C4","443","20","Ambient","5.1",4689.21933085502,"Within_Range","CV_Good","      ",2025-07-15,""
"110","GCReW","SMARTX","2025","July","SPPA, DISP","C4","442","80","Ambient","3.4",6371.99504337051,"Within_Range","CV_Good","      ",2025-07-15,""
"111","GCReW","SMARTX","2025","July","SPPA, DISP","C4","443","40","Ambient","5.1",5620.23957042544,"Within_Range","CV_Good","      ",2025-07-15,""
"112","GCReW","SMARTX","2025","July","SPPA, DISP","C4","450","40","Ambient","0",3873.85377942999,"Within_Range","CV_Good","      ",2025-07-15,""
"113","GCReW","SMARTX","2025","July","SPPA, DISP","C4","443","80","Ambient","5.1",5770.59066501446,"Within_Range","CV_Good","      ",2025-07-15,""
"114","GCReW","SMARTX","2025","July","SPPA, DISP","C4","450","80","Ambient","0",2312.51548946716,"Within_Range","CV_Good","      ",2025-07-15,""
"115","GCReW","SMARTX","2025","July","SPPA, DISP","C4","443","120","Ambient","5.1",6033.70508054523,"Within_Range","CV_Good","      ",2025-07-15,""
"116","GCReW","SMARTX","2025","July","SPPA, DISP","C4","450","120","Ambient","0",4235.27467988434,"Within_Range","CV_Good","      ",2025-07-15,""
"117","GCReW","SMARTX","2025","July","SPPA, DISP","C4","442","40","Ambient","3.4",6042.37918215613,"Within_Range","CV_Good","      ",2025-07-15,""
"118","GCReW","SMARTX","2025","July","SPPA, DISP","C4","450","10","Ambient","0",1774.72118959108,"Within_Range","CV_Good","      ",2025-07-15,""
"119","GCReW","SMARTX","2025","July","SPPA, DISP","C4","451","10","Ambient","1.7",2616.10904584882,"Within_Range","CV_Good","      ",2025-07-15,""
"120","GCReW","SMARTX","2025","July","SPPA, DISP","C4","452","10","Ambient","3.4",2124.5766212309,"Within_Range","CV_Good","      ",2025-07-15,""
"121","GCReW","SMARTX","2025","July","SPPA, DISP","C4","453","80","Ambient","5.1",4311.89591078067,"Within_Range","CV_Good","      ",2025-07-15,""
"122","GCReW","SMARTX","2025","July","SPPA, DISP","C4","460","80","Ambient","0",4420.32218091698,"Within_Range","CV_Good","      ",2025-07-15,""
"123","GCReW","SMARTX","2025","July","SPPA, DISP","C4","452","20","Ambient","3.4",2714.41553077241,"Within_Range","CV_Good","      ",2025-07-15,""
"124","GCReW","SMARTX","2025","July","SPPA, DISP","C4","460","120","Ambient","0",5127.2614622057,"Within_Range","CV_Good","      ",2025-07-15,""
"125","GCReW","SMARTX","2025","July","SPPA, DISP","C4","452","40","Ambient","3.4",4162.99049979347,"Within_Range","CV_Good","      ",2025-07-15,""
"126","GCReW","SMARTX","2025","July","SPPA, DISP","C4","461","10","Ambient","1.7",2506.2370921107,"Within_Range","CV_Good","      ",2025-07-15,""
"127","GCReW","SMARTX","2025","July","SPPA, DISP","C4","452","80","Ambient","3.4",5873.23420074349,"Within_Range","CV_Good","      ",2025-07-15,""
"128","GCReW","SMARTX","2025","July","SPPA, DISP","C4","452","120","Ambient","3.4",5631.80503923998,"Within_Range","CV_Good","      ",2025-07-15,""
"129","GCReW","SMARTX","2025","July","SPPA, DISP","C4","453","120","Ambient","5.1",5750.35109458901,"Within_Range","CV_Good","      ",2025-07-15,""
"130","GCReW","SMARTX","2025","July","SPPA, DISP","C4","453","10","Ambient","5.1",1839.77695167286,"Within_Range","CV_Good","      ",2025-07-15,""
"131","GCReW","SMARTX","2025","July","SPPA, DISP","C4","460","10","Ambient","0",1540.52044609665,"Within_Range","CV_Good","      ",2025-07-15,""
"132","GCReW","SMARTX","2025","July","SPPA, DISP","C4","453","20","Ambient","5.1",3045.4770755886,"Within_Range","CV_Good","      ",2025-07-15,""
"133","GCReW","SMARTX","2025","July","SPPA, DISP","C4","460","20","Ambient","0",1995.91078066914,"Within_Range","CV_Good","      ",2025-07-15,""
"134","GCReW","SMARTX","2025","July","SPPA, DISP","C4","451","120","Ambient","1.7",6322.84180090871,"Within_Range","CV_Good","      ",2025-07-15,""
"135","GCReW","SMARTX","2025","July","SPPA, DISP","C4","453","40","Ambient","5.1",3505.20446096654,"Within_Range","CV_Good","      ",2025-07-15,""
"136","GCReW","SMARTX","2025","July","SPPA, DISP","C4","460","40","Ambient","0",3904.21313506815,"Within_Range","CV_Good","      ",2025-07-15,""
"137","GCReW","SMARTX","2025","July","SPPA, DISP","C4","461","40","Ambient","1.7",3162.57744733581,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"138","GCReW","SMARTX","2025","July","SPPA, DISP","C4","463","10","Ambient","5.1",3444.48574969021,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"139","GCReW","SMARTX","2025","July","SPPA, DISP","C4","461","80","Ambient","1.7",5232.79636513837,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"140","GCReW","SMARTX","2025","July","SPPA, DISP","C4","461","120","Ambient","1.7",5634.69640644362,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"141","GCReW","SMARTX","2025","July","SPPA, DISP","C4","462","10","Ambient","3.4",1534.73771168938,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"142","GCReW","SMARTX","2025","July","SPPA, DISP","C4","462","20","Ambient","3.4",3662.78397356464,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"143","GCReW","SMARTX","2025","July","SPPA, DISP","C4","463","20","Ambient","5.1",4680.54522924411,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"144","GCReW","SMARTX","2025","July","SPPA, DISP","C4","462","40","Ambient","3.4",5007.26972325485,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"145","GCReW","SMARTX","2025","July","SPPA, DISP","C4","463","40","Ambient","5.1",4637.17472118959,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"146","GCReW","SMARTX","2025","July","SPPA, DISP","C4","462","80","Ambient","3.4",4346.59231722429,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"147","GCReW","SMARTX","2025","July","SPPA, DISP","C4","463","80","Ambient","5.1",4949.44237918216,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"148","GCReW","SMARTX","2025","July","SPPA, DISP","C4","461","20","Ambient","1.7",2621.89178025609,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"149","GCReW","SMARTX","2025","July","SPPA, DISP","C4","462","120","Ambient","3.4",5215.44816191656,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
"150","GCReW","SMARTX","2025","July","SPPA, DISP","C4","463","120","Ambient","5.1",5222.67657992565,"Within_Range","CV_Good","  Std4Chk_Bad    ",2025-07-15,""
