Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
25	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
26	Standard 1	Check Standard	3.09	5.1397	93.21	6.1023	64.95
27	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
28	SC6_20	Unknown	3.073	5545.8861	94.37	65.8445	665.24
29	SC6_40	Unknown	3.077	5794.3569	95.91	68.7945	694.28
30	SC6_80	Unknown	3.073	5342.3578	97.2	63.4281	641.34
31	SC8_20	Unknown	3.073	5736.3642	92.88	68.106	686.88
32	SC8_40	Unknown	3.073	5729.7706	93.88	68.0277	687.11
33	SC8_80	Unknown	3.073	5086.7288	96.06	60.3931	610.16
34	SC9_20	Unknown	3.073	5131.1247	95.48	60.9202	616.77
35	SC9_40	Unknown	3.077	4993.0552	96.34	59.2809	599.66
36	SC9_40_DUP	Unknown	3.073	4705.1652	96.31	55.8629	566.47
37	SC9_80	Unknown	3.077	4488.7223	96.73	53.2932	540.86
38	SC9_80_SPK	Spiked	3.077	4438.5439	94	52.3484	531.76
39	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
40	Standard 1	Check Standard	3.09	5.1425	93.15	6.1055	65.04
41	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
42	SC10_20	Unknown	3.077	4998.2103	90.78	59.3422	600.62
43	SC10_40	Unknown	3.077	5396.8534	92.4	64.0751	646.27
44	SC10_80	Unknown	3.073	5430.2202	92.21	64.4713	651.91
45	SC12_20	Unknown	3.073	4754.1176	90.13	56.4441	570.78
46	SC12_40	Unknown	3.073	5537.4845	90.35	65.7448	663.9
47	SC12_80	Unknown	3.077	5338.8979	91.2	63.387	640.06
48	SC14_20	Unknown	3.073	5560.1275	91.47	66.0136	666.37
49	SC14_40	Unknown	3.07	5850.8209	91.18	69.4649	699.78
50	SC14_40_DUP	Unknown	3.073	5883.7923	91.17	69.8564	704.62
51	SC14_80	Unknown	3.073	5738.0098	92.12	68.1256	686.86
52	SC14_80_SPK	Spiked	3.073	5819.474	90.24	68.6352	692.21
53	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
54	Standard 1	Check Standard	3.09	5.1513	93.16	6.116	65.07
55	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
56	SC15_20	Unknown	3.073	5730.0917	90.7	68.0315	685.35
57	SC15_40	Unknown	3.073	5881.1153	90.8	69.8246	703.52
58	SC15_80	Unknown	3.073	5617.4866	91.74	66.6946	672.24
59	SP1_20	Unknown	3.073	4683.8586	90.2	55.61	562.91
60	SP1_40	Unknown	3.073	5195.7753	91.9	61.6878	622.59
61	SP2_20	Unknown	3.077	4884.0323	89.54	57.9866	587.13
62	SP2_40	Unknown	3.077	4811.32	91.84	57.1233	578
63	SP4_20	Unknown	3.077	4793.4584	89.88	56.9112	576.16
64	SP4_20_DUP	Unknown	3.073	4780.2914	89.85	56.7549	574.66
65	SP4_40	Unknown	3.073	5451.071	92.41	64.7188	654.23
66	SP4_40_SPK	Spiked	3.073	5431.3062	90.36	64.0571	647.37
67	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
68	Standard 2	Check Standard	3.083	10.066	93.07	11.951	125.79
69	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
70	SP5_20	Unknown	3.077	5199.8496	92.67	61.7361	624.66
71	SP5_40	Unknown	3.077	5430.6765	93.69	64.4767	650.31
72	SP8_20	Unknown	3.073	5228.0917	91.33	62.0715	627.03
73	SP8_40	Unknown	3.073	5174.7991	94.64	61.4387	619.89
74	SP9_20	Unknown	3.077	3650.1805	90.09	43.3374	442.64
75	SP9_40	Unknown	3.077	4619.3759	92.71	54.8444	555.83
76	SP10_20	Unknown	3.077	5087.5521	92.38	60.4029	610.68
77	SP10_40	Unknown	3.073	5255.2254	95.76	62.3936	629.52
78	SP11_20	Unknown	3.077	4391.5164	90.3	52.1391	528.92
79	SP11_20_DUP	Unknown	3.077	4438.6036	90.31	52.6981	533.86
80	SP11_40	Unknown	3.073	5329.5913	94	63.2765	639.6
81	SP11_40_SPK	Spiked	3.073	5316.2466	91.85	62.7001	633.12
82	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
83	Standard 2	Check Standard	3.087	10.0792	93.06	11.9668	125.81
84	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
85	SP13_20	Unknown	3.073	5377.9463	90.69	63.8506	643.09
86	SP13_40	Unknown	3.07	5907.0893	90.77	70.133	705.46
87	SP14_20	Unknown	3.073	5549.3236	95.45	65.8853	664.34
88	SP14_20_DUP	Unknown	3.073	5503.2548	95.44	65.3384	660.2
89	SP14_40	Unknown	3.073	5699.8413	95.47	67.6724	682.58
90	SP14_40_SPK	Spiked	3.073	5758.2807	93.43	67.9134	685.92
91	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
92	Standard 2	Check Standard	3.083	10.0673	93.02	11.9526	125.72
93	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
94	Standard 1	Calibration Standard	3.087	5.136	93.22	6.0978	64.72
95	Standard 2	Calibration Standard	3.087	10.0357	93.09	11.9151	125.19
96	Standard 3	Calibration Standard	3.08	19.4614	93.08	23.1059	238.75
97	Standard 4	Calibration Standard	3.067	100.6374	93	119.4836	1201.27
98	Standard 5	Calibration Standard	3.07	199.977	92.92	237.4263	2352.68
99	Lab Blank	Unknown	3.087	0.014	100	0.0166	0.16
100	Lab Blank	Unknown	3.083	0.0112	37.32	0.0133	0.09
Maximum			3.09	6077.7867	100	237.4263	2357.12
Average			3.076	4074.4215	92.26	58.7212	592.84
Minimum			3.067	0.0111	37.32	0.0132	0.09
Standard Deviation			0.005	2286.5079	6.55	37.3908	371.72
Relative Standard Deviation			0.17%	56.12%	7.10%	63.68%	62.70%
